audio1-person,audio 1 - time,audio 1 - value,audio2-person,audio2-time,audio2-value,pressure1-person,pressure1-time,pressure1-value,pressure2-person,pressure2-time,pressure2-value,elevator1-person,elevator1-time,elevator1-value,elevator2-person,elevator2-time,elevator2-value
Jiacong Zhu-Audio,7.64610,2.77280,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.66690,2.07880,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.68770,2.89000,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.70860,3.76320,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.72940,3.89090,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.75020,4.79920,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.77110,5.43160,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.79190,4.86150,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.81270,4.64840,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.83360,4.66310,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.85440,4.18710,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.87520,4.01660,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.89610,3.85100,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.91690,3.34700,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.93780,3.12820,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.95860,2.66080,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,7.97940,2.10160,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.00030,2.03370,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.02110,1.85820,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.04190,1.77390,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.06280,1.79510,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.08360,2.40410,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.10440,3.27830,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.12530,3.31760,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.14610,3.36410,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.16690,2.61530,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.18780,1.89590,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.20860,2.08570,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.22940,1.52410,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.25030,1.33220,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.27110,1.15970,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.29190,1.25460,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.31280,2.15320,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.33360,2.12460,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.35440,2.26180,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.37530,2.76510,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.39610,1.99040,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.41690,6.14620,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.43780,2.29820,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.45860,1.72350,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.47940,3.25350,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.50030,8.46750,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.52110,-1.20500,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.54190,-7.78200,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.56280,4.69740,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.58360,7.07680,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.60440,-5.76500,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.62530,9.46420,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.64610,1.20520,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.66690,7.70820,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.68780,1.32090,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.70860,1.39420,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.72940,4.08180,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.75030,-2.29900,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.77110,-3.39700,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.79190,-1.44100,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.81280,-2.44800,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.83360,-2.28400,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.85450,-2.09600,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.87530,-1.67400,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.89610,-8.29600,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.91700,2.35550,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.93780,8.95370,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.95860,8.06770,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,8.97950,1.30890,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.00030,1.37300,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.02110,1.03990,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.04200,5.59850,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.06280,-5.92800,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.08360,-1.30900,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.10450,-2.02300,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.12530,-1.27200,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.14610,-7.85100,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.16700,-1.24600,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.18780,-6.82500,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.20860,-8.55600,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.22950,-5.97400,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.25030,-1.82200,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.27110,1.05260,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.29200,-1.60800,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.31280,-9.43500,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.33360,-9.78500,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.35450,-1.38600,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.37530,-8.99200,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.39610,6.78790,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.41700,1.02210,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.43780,3.93370,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.45860,3.35000,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.47950,7.75780,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.50030,4.85520,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.52110,4.11690,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.54200,5.29820,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.56280,-1.49300,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.58360,2.20210,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.60450,-3.80400,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.62530,4.21930,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.64610,1.43920,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.66700,4.08060,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.68780,1.69800,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.70870,1.03440,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.72950,9.93150,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.75030,1.42510,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.77120,1.30340,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.79200,2.03430,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.81280,1.51440,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.83370,1.36040,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.85450,1.54580,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.87530,6.65760,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.89620,5.78370,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.91700,8.66090,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.93780,1.11600,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.95870,1.14910,,,,,,,,,,,,,,,
Jiacong Zhu-Audio,9.97950,1.14830,,,,,,,,,,,,,,,
